id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Tex-N|CD4+ Tex-N	CD4+ Tex-N|CD4+ Tex-Y	CD4+ Tex-N|GZMK+ CD8+ Tem1-N	CD4+ Tex-N|GZMK+ CD8+ Tem1-Y	CD4+ Tex-N|SPP1+ Mac-N	CD4+ Tex-N|SPP1+ Mac-Y	CD4+ Tex-N|Treg-N	CD4+ Tex-N|Treg-Y	CD4+ Tex-Y|CD4+ Tex-N	CD4+ Tex-Y|CD4+ Tex-Y	CD4+ Tex-Y|GZMK+ CD8+ Tem1-N	CD4+ Tex-Y|GZMK+ CD8+ Tem1-Y	CD4+ Tex-Y|SPP1+ Mac-N	CD4+ Tex-Y|SPP1+ Mac-Y	CD4+ Tex-Y|Treg-N	CD4+ Tex-Y|Treg-Y	GZMK+ CD8+ Tem1-N|CD4+ Tex-N	GZMK+ CD8+ Tem1-N|CD4+ Tex-Y	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-N|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-N|SPP1+ Mac-N	GZMK+ CD8+ Tem1-N|SPP1+ Mac-Y	GZMK+ CD8+ Tem1-N|Treg-N	GZMK+ CD8+ Tem1-N|Treg-Y	GZMK+ CD8+ Tem1-Y|CD4+ Tex-N	GZMK+ CD8+ Tem1-Y|CD4+ Tex-Y	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-N	GZMK+ CD8+ Tem1-Y|GZMK+ CD8+ Tem1-Y	GZMK+ CD8+ Tem1-Y|SPP1+ Mac-N	GZMK+ CD8+ Tem1-Y|SPP1+ Mac-Y	GZMK+ CD8+ Tem1-Y|Treg-N	GZMK+ CD8+ Tem1-Y|Treg-Y	SPP1+ Mac-N|CD4+ Tex-N	SPP1+ Mac-N|CD4+ Tex-Y	SPP1+ Mac-N|GZMK+ CD8+ Tem1-N	SPP1+ Mac-N|GZMK+ CD8+ Tem1-Y	SPP1+ Mac-N|SPP1+ Mac-N	SPP1+ Mac-N|SPP1+ Mac-Y	SPP1+ Mac-N|Treg-N	SPP1+ Mac-N|Treg-Y	SPP1+ Mac-Y|CD4+ Tex-N	SPP1+ Mac-Y|CD4+ Tex-Y	SPP1+ Mac-Y|GZMK+ CD8+ Tem1-N	SPP1+ Mac-Y|GZMK+ CD8+ Tem1-Y	SPP1+ Mac-Y|SPP1+ Mac-N	SPP1+ Mac-Y|SPP1+ Mac-Y	SPP1+ Mac-Y|Treg-N	SPP1+ Mac-Y|Treg-Y	Treg-N|CD4+ Tex-N	Treg-N|CD4+ Tex-Y	Treg-N|GZMK+ CD8+ Tem1-N	Treg-N|GZMK+ CD8+ Tem1-Y	Treg-N|SPP1+ Mac-N	Treg-N|SPP1+ Mac-Y	Treg-N|Treg-N	Treg-N|Treg-Y	Treg-Y|CD4+ Tex-N	Treg-Y|CD4+ Tex-Y	Treg-Y|GZMK+ CD8+ Tem1-N	Treg-Y|GZMK+ CD8+ Tem1-Y	Treg-Y|SPP1+ Mac-N	Treg-Y|SPP1+ Mac-Y	Treg-Y|Treg-N	Treg-Y|Treg-Y
CPI-SS0E5AF12B6	NOTCH1_NOV	simple:P46531	simple:P48745	NOTCH1	NOV	True	True	False	I2D,InnateDB-All	False	0.0	0.11	0.0	0.0	0.124	0.128	0.0	0.112	0.0	0.14	0.0	0.0	0.155	0.158	0.0	0.143	0.0	0.064	0.0	0.0	0.079	0.082	0.0	0.066	0.0	0.078	0.0	0.0	0.093	0.096	0.0	0.081	0.0	0.095	0.0	0.0	0.11	0.113	0.0	0.098	0.0	0.151	0.0	0.0	0.165	0.169	0.0	0.153	0.0	0.063	0.0	0.0	0.078	0.081	0.0	0.065	0.0	0.074	0.0	0.0	0.088	0.092	0.0	0.076
CPI-CS0E80B08E2	IL21 receptor_IL21	complex:IL21 receptor	simple:Q9HBE4		IL21	True	True	False	curated	False	0.082	0.078	0.0	0.044	0.0	0.0	0.0	0.046	0.111	0.107	0.0	0.073	0.0	0.0	0.0	0.075	0.091	0.087	0.0	0.053	0.0	0.0	0.0	0.055	0.092	0.088	0.0	0.054	0.0	0.0	0.0	0.056	0.041	0.037	0.0	0.003	0.0	0.0	0.0	0.005	0.053	0.049	0.0	0.015	0.0	0.0	0.0	0.018	0.209	0.205	0.0	0.171	0.0	0.0	0.0	0.173	0.142	0.138	0.0	0.104	0.0	0.0	0.0	0.106
CPI-CC09BCDA08E	IL27_IL27 receptor	complex:IL27	complex:IL27 receptor			True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.367	0.034	0.045	0.188	0.268	0.251	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.367	0.034	0.045	0.187	0.268	0.25	0.242	0.272	0.373	0.04	0.052	0.194	0.274	0.257	0.249	0.268	0.369	0.036	0.048	0.19	0.27	0.253	0.245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0C3ECBD1F	IL35_IL35 receptor	complex:IL35	complex:IL35 receptor			True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.018	0.005	0.004	0.0	0.003	0.059	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.016	0.003	0.002	0.0	0.001	0.058	0.047	0.025	0.015	0.003	0.001	0.0	0.0	0.057	0.046	0.025	0.016	0.003	0.002	0.0	0.001	0.057	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.018	0.005	0.004	0.0	0.003	0.06	0.049
CPI-CS0A6AB5149	IL36 receptor_IL36B	complex:IL36 receptor	simple:Q9NZH7		IL36B	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS04BB8F1EC	IL36 receptor_IL36RN	complex:IL36 receptor	simple:Q9UBH0		IL36RN	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS063AE1C91	IL6 receptor_IL6	complex:IL6 receptor	simple:P05231		IL6	True	True	False	curated	False	0.0	0.0	0.0	0.186	0.186	0.196	0.0	0.0	0.0	0.0	0.0	0.359	0.359	0.369	0.0	0.0	0.0	0.0	0.0	0.006	0.006	0.016	0.0	0.0	0.0	0.0	0.0	0.008	0.008	0.018	0.0	0.0	0.0	0.0	0.0	0.187	0.187	0.197	0.0	0.0	0.0	0.0	0.0	0.271	0.271	0.281	0.0	0.0	0.0	0.0	0.0	0.171	0.171	0.181	0.0	0.0	0.0	0.0	0.0	0.21	0.21	0.22	0.0	0.0
CPI-CS0AB9C7139	IL7 receptor_IL7	complex:IL7 receptor	simple:P13232		IL7	True	True	False	curated	False	1.44	1.452	0.0	1.417	1.417	1.419	1.495	1.453	1.747	1.759	0.0	1.725	1.724	1.726	1.802	1.761	0.583	0.594	0.0	0.56	0.559	0.561	0.638	0.596	0.12	0.131	0.0	0.097	0.097	0.099	0.175	0.133	0.523	0.535	0.0	0.5	0.5	0.502	0.578	0.536	0.338	0.349	0.0	0.315	0.315	0.317	0.393	0.351	1.104	1.116	0.0	1.082	1.081	1.083	1.159	1.118	0.826	0.838	0.0	0.804	0.803	0.805	0.881	0.84
CPI-CS0E661878B	LIFR_OSM	complex:LIFR	simple:P13725		OSM	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.072	0.006	0.007	0.02	0.031	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		OSM	True	True	False	curated	False	0.096	0.08	0.014	0.015	0.028	0.039	0.0	0.033	0.089	0.074	0.007	0.009	0.021	0.032	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.073	0.006	0.008	0.02	0.031	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.072	0.006	0.008	0.02	0.031	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS07B61574B	LIFR_LIF	complex:LIFR	simple:P15018		LIF	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.013	0.003	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0A9D23000	NKG2D II receptor_MICB	complex:NKG2D II receptor	simple:Q29980		MICB	False	True	False	curated	False	0.046	0.044	0.041	0.069	0.058	0.073	0.091	0.044	0.042	0.039	0.036	0.064	0.054	0.068	0.086	0.039	0.132	0.13	0.127	0.154	0.144	0.158	0.176	0.129	0.06	0.057	0.055	0.082	0.072	0.086	0.104	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS06C6E2321	NKG2D II receptor_MICA	complex:NKG2D II receptor	simple:Q29983		MICA	False	True	False	curated	False	0.033	0.061	0.028	0.042	0.032	0.051	0.023	0.035	0.028	0.056	0.023	0.037	0.027	0.046	0.018	0.03	0.118	0.147	0.113	0.128	0.117	0.137	0.108	0.121	0.046	0.074	0.041	0.055	0.045	0.064	0.036	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS08F4E5D70	NKG2D II receptor_RAET1L	complex:NKG2D II receptor	simple:Q5VY80		RAET1L	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS09F211C3E	NKG2D II receptor_RAET1E	complex:NKG2D II receptor	simple:Q8TD07		RAET1E	True	True	False	curated	False	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0A269FA16	NKG2D II receptor_ULBP2	complex:NKG2D II receptor	simple:Q9BZM5		ULBP2	True	True	False	curated	False	0.014	0.014	0.011	0.012	0.014	0.012	0.0	0.014	0.009	0.009	0.006	0.007	0.009	0.007	0.0	0.009	0.099	0.1	0.097	0.098	0.1	0.098	0.0	0.099	0.027	0.027	0.024	0.025	0.027	0.025	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0007697A7	NKG2D II receptor_ULBP1	complex:NKG2D II receptor	simple:Q9BZM6		ULBP1	False	True	True	curated	False	0.0	0.008	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS030EDC420	FZD9_WNT7A	simple:O00144	simple:O00755	FZD9	WNT7A	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B7BC0E4D	CCL24_CCR2	simple:O00175	simple:P41597	CCL24	CCR2	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.069	0.021	0.031	0.049	0.169	0.021	0.024	0.023	0.06	0.012	0.023	0.04	0.16	0.012	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093922D5A	CCL16_CCR2	simple:O15467	simple:P41597	CCL16	CCR2	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.059	0.012	0.022	0.04	0.16	0.012	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CF0E4DE9	CCL2_CCR2	simple:P13500	simple:P41597	CCL2	CCR2	True	False	True	curated	False	0.077	0.113	0.066	0.076	0.094	0.214	0.066	0.068	0.142	0.179	0.132	0.142	0.16	0.28	0.132	0.134	0.074	0.111	0.064	0.074	0.092	0.212	0.064	0.066	0.078	0.115	0.067	0.078	0.096	0.215	0.068	0.07	8.88	8.917	8.869	8.88	8.897	9.017	8.869	8.872	13.624	13.661	13.613	13.624	13.642	13.762	13.614	13.616	0.113	0.15	0.102	0.112	0.13	0.25	0.102	0.104	0.139	0.176	0.128	0.138	0.156	0.276	0.128	0.13
CPI-SS0B0AC1603	CCL24_CCR3	simple:O00175	simple:P51677	CCL24	CCR3	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.01	0.01	0.011	0.0	0.024	0.0	0.003	0.0	0.001	0.001	0.002	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08BFF4F9B	CCL3_CCR3	simple:P10147	simple:P51677	CCL3	CCR3	True	False	True	curated	False	0.0	0.147	0.0	0.145	0.145	0.146	0.0	0.158	0.0	0.148	0.0	0.146	0.146	0.147	0.0	0.159	0.0	0.229	0.0	0.227	0.227	0.228	0.0	0.24	0.0	0.401	0.0	0.399	0.399	0.4	0.0	0.412	0.0	1.591	0.0	1.59	1.59	1.59	0.0	1.603	0.0	1.63	0.0	1.628	1.628	1.629	0.0	1.641	0.0	0.008	0.0	0.006	0.006	0.007	0.0	0.019	0.0	0.037	0.0	0.036	0.036	0.036	0.0	0.049
CPI-SS0F6B529A1	CCL5_CCR3	simple:P13501	simple:P51677	CCL5	CCR3	True	False	True	curated	False	0.0	0.303	0.0	0.301	0.301	0.302	0.0	0.314	0.0	0.727	0.0	0.725	0.725	0.726	0.0	0.738	0.0	13.187	0.0	13.186	13.185	13.186	0.0	13.199	0.0	16.262	0.0	16.261	16.261	16.261	0.0	16.274	0.0	0.073	0.0	0.072	0.071	0.072	0.0	0.085	0.0	0.058	0.0	0.056	0.056	0.057	0.0	0.069	0.0	0.059	0.0	0.057	0.057	0.058	0.0	0.07	0.0	0.252	0.0	0.25	0.25	0.251	0.0	0.264
CPI-SS0C6311D2D	CCL3L1_CCR3	simple:P16619	simple:P51677	CCL3L1	CCR3	True	False	True	curated	False	0.0	0.073	0.0	0.072	0.071	0.072	0.0	0.085	0.0	0.021	0.0	0.02	0.019	0.02	0.0	0.033	0.0	0.038	0.0	0.036	0.036	0.037	0.0	0.049	0.0	0.071	0.0	0.07	0.069	0.07	0.0	0.083	0.0	0.337	0.0	0.336	0.335	0.336	0.0	0.349	0.0	0.446	0.0	0.445	0.444	0.445	0.0	0.458	0.0	0.008	0.0	0.006	0.006	0.007	0.0	0.019	0.0	0.008	0.0	0.006	0.006	0.006	0.0	0.019
CPI-SS0348B76E5	CCL16_CCR1	simple:O15467	simple:P32246	CCL16	CCR1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.048	0.017	0.051	1.525	1.813	0.029	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	CCL3	CCR1	True	False	True	curated	False	0.178	0.192	0.161	0.196	1.669	1.958	0.173	0.18	0.178	0.193	0.162	0.197	1.67	1.958	0.174	0.181	0.259	0.274	0.243	0.277	1.751	2.039	0.255	0.262	0.431	0.446	0.415	0.45	1.923	2.211	0.427	0.434	1.622	1.637	1.606	1.64	3.113	3.402	1.618	1.625	1.66	1.675	1.644	1.679	3.152	3.44	1.656	1.663	0.038	0.053	0.022	0.057	1.53	1.818	0.034	0.041	0.068	0.083	0.052	0.086	1.559	1.848	0.064	0.071
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	True	False	True	curated	False	0.333	0.348	0.317	0.351	1.825	2.113	0.329	0.336	0.757	0.772	0.741	0.776	2.249	2.537	0.753	0.76	13.218	13.233	13.202	13.236	14.709	14.998	13.213	13.22	16.293	16.308	16.277	16.311	17.784	18.073	16.289	16.296	0.104	0.119	0.088	0.122	1.595	1.884	0.1	0.106	0.088	0.103	0.072	0.106	1.58	1.868	0.084	0.091	0.09	0.104	0.073	0.108	1.581	1.87	0.085	0.092	0.283	0.297	0.267	0.301	1.774	2.063	0.278	0.285
CPI-SS0817CE2B3	CCL3L1_CCR1	simple:P16619	simple:P32246	CCL3L1	CCR1	True	False	True	curated	False	0.104	0.119	0.088	0.122	1.595	1.884	0.099	0.106	0.052	0.067	0.036	0.07	1.543	1.832	0.048	0.055	0.069	0.083	0.052	0.087	1.56	1.849	0.064	0.071	0.102	0.117	0.086	0.12	1.593	1.882	0.097	0.104	0.368	0.383	0.352	0.386	1.859	2.148	0.364	0.37	0.477	0.492	0.461	0.495	1.968	2.257	0.473	0.479	0.038	0.053	0.022	0.057	1.53	1.818	0.034	0.041	0.038	0.053	0.022	0.056	1.53	1.818	0.034	0.041
CPI-SS04587A7C5	CCL16_HRH4	simple:O15467	simple:Q9H3N8	CCL16	HRH4	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08B249DBA	CCL2_CCR10	simple:P13500	simple:P46092	CCL2	CCR10	True	False	True	I2D	False	0.0	0.055	0.0	0.055	0.055	0.057	0.06	0.063	0.0	0.121	0.0	0.121	0.121	0.122	0.126	0.129	0.0	0.053	0.0	0.053	0.053	0.054	0.058	0.061	0.0	0.057	0.0	0.056	0.057	0.058	0.062	0.064	0.0	8.859	0.0	8.858	8.859	8.86	8.864	8.866	0.0	13.603	0.0	13.603	13.603	13.604	13.608	13.611	0.0	0.091	0.0	0.091	0.092	0.093	0.097	0.099	0.0	0.117	0.0	0.117	0.118	0.119	0.123	0.125
CPI-SS0F3BF2B34	CCL5_ACKR4	simple:P13501	simple:Q9NPB9	CCL5	ACKR4	True	False	True	I2D	False	0.0	0.302	0.306	0.301	0.301	0.302	0.306	0.303	0.0	0.726	0.73	0.725	0.725	0.726	0.73	0.727	0.0	13.186	13.191	13.186	13.186	13.187	13.191	13.188	0.0	16.261	16.266	16.261	16.261	16.262	16.266	16.263	0.0	0.072	0.077	0.072	0.072	0.073	0.077	0.074	0.0	0.057	0.061	0.056	0.056	0.057	0.061	0.058	0.0	0.058	0.062	0.058	0.057	0.059	0.062	0.06	0.0	0.251	0.256	0.251	0.251	0.252	0.256	0.253
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	0.0	12.927	12.932	12.927	12.927	12.928	12.932	12.929	0.0	9.821	9.826	9.821	9.821	9.822	9.826	9.823	0.0	0.239	0.243	0.238	0.238	0.239	0.243	0.24	0.0	0.058	0.062	0.058	0.057	0.059	0.063	0.06	0.0	0.006	0.01	0.006	0.005	0.007	0.01	0.008	0.0	0.009	0.013	0.009	0.008	0.01	0.013	0.011	0.0	0.012	0.017	0.012	0.012	0.013	0.017	0.014	0.0	0.072	0.076	0.071	0.071	0.072	0.076	0.073
CPI-SS00AEC3818	CCL19_ACKR4	simple:Q99731	simple:Q9NPB9	CCL19	ACKR4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.006	0.001	0.001	0.002	0.006	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.006	0.001	0.001	0.002	0.006	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EA05941A	CCL5_CCR4	simple:P13501	simple:P51679	CCL5	CCR4	True	False	True	curated	False	0.314	0.317	0.323	0.332	0.0	0.301	0.431	0.412	0.738	0.741	0.747	0.756	0.0	0.725	0.855	0.836	13.199	13.201	13.207	13.216	0.0	13.185	13.316	13.296	16.274	16.276	16.282	16.291	0.0	16.26	16.391	16.372	0.085	0.087	0.093	0.102	0.0	0.071	0.202	0.183	0.069	0.072	0.078	0.087	0.0	0.056	0.186	0.167	0.07	0.073	0.079	0.088	0.0	0.057	0.188	0.168	0.264	0.266	0.272	0.281	0.0	0.25	0.381	0.361
CPI-SS052B38F1C	CCL22_CCR4	simple:O00626	simple:P51679	CCL22	CCR4	True	False	True	curated	False	0.016	0.019	0.025	0.034	0.0	0.003	0.133	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.022	0.028	0.037	0.0	0.006	0.136	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.053	0.059	0.068	0.0	0.037	0.168	0.149	0.015	0.017	0.023	0.032	0.0	0.001	0.132	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04641FE5F	CCL3L1_DPP4	simple:P16619	simple:P27487	CCL3L1	DPP4	True	False	True	I2D	False	0.096	0.085	0.118	0.08	0.078	0.072	0.088	0.09	0.044	0.034	0.066	0.028	0.026	0.021	0.036	0.038	0.061	0.05	0.083	0.045	0.043	0.037	0.053	0.055	0.094	0.083	0.116	0.078	0.076	0.07	0.086	0.088	0.36	0.35	0.382	0.344	0.342	0.337	0.352	0.354	0.469	0.459	0.491	0.453	0.451	0.446	0.461	0.463	0.03	0.02	0.053	0.015	0.012	0.007	0.023	0.025	0.03	0.02	0.052	0.014	0.012	0.007	0.022	0.024
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	CCL22	DPP4	True	False	True	curated	False	0.027	0.017	0.05	0.012	0.01	0.004	0.02	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02	0.052	0.014	0.012	0.007	0.023	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.052	0.084	0.046	0.044	0.039	0.054	0.056	0.025	0.015	0.048	0.01	0.008	0.002	0.018	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
